flavor	drug	concentration	run	tech_repl	hit	category	result	expected	n	n_total	fraction	n_repl
relative	Methotrexate	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	12	0.16666666666666666	6
relative	Methotrexate	20	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	9	0.6666666666666666	6
relative	Methotrexate	20	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	9	0.3333333333333333	6
relative	Methotrexate	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
relative	Methotrexate	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
relative	Methotrexate	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	9	0.7777777777777778	6
relative	Methotrexate	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	9	0.2222222222222222	6
relative	Methotrexate	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
relative	Methotrexate	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
relative	Methotrexate	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	9	0.6666666666666666	6
relative	Methotrexate	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	9	0.3333333333333333	6
relative	Methotrexate	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
relative	Methotrexate	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
relative	Methotrexate	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	9	0.6666666666666666	6
relative	Methotrexate	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	9	0.3333333333333333	6
relative	Methotrexate	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
relative	Methotrexate	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
relative	Methotrexate	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	9	0.6666666666666666	6
relative	Methotrexate	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	9	0.3333333333333333	6
relative	Methotrexate	80	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
relative	Methotrexate	80	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	15	0.8666666666666667	6
relative	Methotrexate	80	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	15	0.13333333333333333	6
relative	Methotrexate	80	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
relative	Methotrexate	80	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	15	0.7333333333333333	6
relative	Methotrexate	80	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	15	0.26666666666666666	6
relative	Methotrexate	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
relative	Methotrexate	80	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	15	0.7333333333333333	6
relative	Methotrexate	80	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	15	0.26666666666666666	6
relative	Methotrexate	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
relative	Methotrexate	80	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	15	0.6666666666666666	6
relative	Methotrexate	80	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	15	0.3333333333333333	6
relative	Methotrexate	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
relative	Methotrexate	80	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	15	0.9333333333333333	6
relative	Methotrexate	80	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	15	0.06666666666666667	6
relative	Methotrexate	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
relative	Methotrexate	80	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	15	0.9333333333333333	6
relative	Methotrexate	80	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	15	0.06666666666666667	6
relative	Niclosamide	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Niclosamide	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	19	0.2631578947368421	6
relative	Niclosamide	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	14	19	0.7368421052631579	6
relative	Niclosamide	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Niclosamide	20	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	19	0.2631578947368421	6
relative	Niclosamide	20	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	14	19	0.7368421052631579	6
relative	Niclosamide	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Niclosamide	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	19	0.3684210526315789	6
relative	Niclosamide	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	12	19	0.631578947368421	6
relative	Niclosamide	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Niclosamide	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	19	0.3684210526315789	6
relative	Niclosamide	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	12	19	0.631578947368421	6
relative	Niclosamide	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Niclosamide	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	19	0.5263157894736842	6
relative	Niclosamide	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	19	0.47368421052631576	6
relative	Niclosamide	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Niclosamide	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	19	0.3684210526315789	6
relative	Niclosamide	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	12	19	0.631578947368421	6
relative	Niclosamide	80	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	80	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
relative	Niclosamide	80	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
relative	Niclosamide	80	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	80	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	20	0.45	6
relative	Niclosamide	80	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	20	0.55	6
relative	Niclosamide	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	80	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
relative	Niclosamide	80	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
relative	Niclosamide	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	80	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
relative	Niclosamide	80	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
relative	Niclosamide	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	80	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
relative	Niclosamide	80	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
relative	Niclosamide	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	80	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
relative	Niclosamide	80	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
relative	Niclosamide	160	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	160	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	19	0.42105263157894735	6
relative	Niclosamide	160	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	19	0.5789473684210527	6
relative	Niclosamide	160	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	160	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	19	0.47368421052631576	6
relative	Niclosamide	160	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	19	0.5263157894736842	6
relative	Niclosamide	160	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	160	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	19	0.5263157894736842	6
relative	Niclosamide	160	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	19	0.47368421052631576	6
relative	Niclosamide	160	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	160	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	19	0.5263157894736842	6
relative	Niclosamide	160	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	19	0.47368421052631576	6
relative	Niclosamide	160	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	160	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	19	0.5263157894736842	6
relative	Niclosamide	160	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	19	0.47368421052631576	6
relative	Niclosamide	160	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Niclosamide	160	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	19	0.47368421052631576	6
relative	Niclosamide	160	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	19	0.5263157894736842	6
relative	Nifurtimox	2.5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	8	10	0.8	6
relative	Nifurtimox	2.5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	10	0.2	6
relative	Nifurtimox	2.5	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	11	0.18181818181818182	6
relative	Nifurtimox	2.5	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	11	0.8181818181818182	6
relative	Nifurtimox	2.5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
relative	Nifurtimox	2.5	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	11	0.18181818181818182	6
relative	Nifurtimox	2.5	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	11	0.8181818181818182	6
relative	Nifurtimox	2.5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
relative	Nifurtimox	2.5	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	11	1	6
relative	Nifurtimox	2.5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
relative	Nifurtimox	2.5	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	11	1	6
relative	Nifurtimox	2.5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	8	10	0.8	6
relative	Nifurtimox	2.5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	10	0.2	6
relative	Nifurtimox	2.5	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	4	11	0.36363636363636365	6
relative	Nifurtimox	2.5	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	11	0.6363636363636364	6
relative	Nifurtimox	2.5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	7	10	0.7	6
relative	Nifurtimox	2.5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	10	0.3	6
relative	Nifurtimox	2.5	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	4	11	0.36363636363636365	6
relative	Nifurtimox	2.5	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	11	0.6363636363636364	6
